review_group,SITE_SK,DIRECTION_SK,start,end,action,confidence,diagnosis,reviewer,status
G0389,398,,2023-11-30,2024-06-06,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,398,,2024-06-07,2024-06-07,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,398,,2024-06-12,2024-06-12,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,398,,2024-06-13,2025-06-30,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,398,710,2023-07-13,2024-11-07,uncertain,medium,"Step change in detection from 2024-11-08 on this road-lane zone that persists to 2026 and is not seen in the other zones, so data before and after may not be comparable (earlier data probably under-detects road riders).",count-reviewer,proposed
G0389,399,,2023-07-13,2023-09-26,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,399,,2023-09-27,2023-09-27,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,399,,2023-10-10,2023-10-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,399,,2023-10-11,2023-11-09,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,399,,2023-11-10,2023-11-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,399,,2023-11-11,2023-11-20,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,399,,2023-11-29,2023-11-29,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,399,,2023-11-30,2024-06-06,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,399,,2024-06-07,2024-06-07,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,399,,2024-06-12,2024-06-12,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,399,,2024-06-13,2025-06-30,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,399,743,2023-07-13,2024-11-07,uncertain,medium,"Step change in detection from 2024-11-08 on this road-lane zone that persists to 2026 and is not seen in the other zones, so data before and after may not be comparable (earlier data probably under-detects road riders).",count-reviewer,proposed
G0404,404,,2023-10-23,2026-03-18,uncertain,high,"Camera 301's slots are stamped in UTC, not Sydney time: counts need shifting +10 h (AEST) / +11 h (AEDT), which moves Monday-morning riding (local 00:00-10/11:00) into the previous week; no action in the list fits, so it is flagged here.",count-reviewer,proposed
G0404,404,,2024-08-04,2024-08-04,halve,high,Whole-camera duplicate load on 2024-08-04: every non-zero slot is even at about twice the usual level; the automatic fix halved only sites 405 and 422.,count-reviewer,proposed
G0404,404,,2024-10-24,2024-10-24,halve,high,Whole-camera duplicate load on 2024-10-24 (site 422 already halved automatically): every non-zero slot even.,count-reviewer,proposed
G0404,404,,2025-10-06,2025-10-06,halve,high,Site-day duplicate load on the same day that 411 was halved automatically: both directions all-even.,count-reviewer,proposed
G0404,404,1142,2024-08-16,2024-08-16,halve,low,Probable duplicate load: all non-zero slots even at 2.5x the usual level.,count-reviewer,proposed
G0404,404,1142,2025-11-26,2025-11-26,halve,medium,Duplicate load: all non-zero slots even at about 3x the usual level.,count-reviewer,proposed
G0404,405,,2023-10-23,2026-03-18,uncertain,high,"Camera 301's slots are stamped in UTC, not Sydney time: counts need shifting +10 h (AEST) / +11 h (AEDT), which moves Monday-morning riding (local 00:00-10/11:00) into the previous week; no action in the list fits, so it is flagged here.",count-reviewer,proposed
G0404,405,,2024-10-24,2024-10-24,halve,high,Whole-camera duplicate load on 2024-10-24 (site 422 already halved automatically): every non-zero slot even.,count-reviewer,proposed
G0404,406,,2023-10-23,2026-03-18,uncertain,high,"Camera 301's slots are stamped in UTC, not Sydney time: counts need shifting +10 h (AEST) / +11 h (AEDT), which moves Monday-morning riding (local 00:00-10/11:00) into the previous week; no action in the list fits, so it is flagged here.",count-reviewer,proposed
G0404,406,,2024-08-04,2024-08-04,halve,high,Whole-camera duplicate load on 2024-08-04: every non-zero slot is even at about twice the usual level; the automatic fix halved only sites 405 and 422.,count-reviewer,proposed
G0404,406,,2024-10-24,2024-10-24,halve,high,Whole-camera duplicate load on 2024-10-24 (site 422 already halved automatically): every non-zero slot even.,count-reviewer,proposed
G0404,406,1140,2024-10-03,2024-10-03,halve,medium,Same-day duplicate as the automatically halved 406/1138: all non-zero slots even.,count-reviewer,proposed
G0404,406,1140,2025-01-06,2025-01-06,halve,medium,Duplicate load: all non-zero slots even at above-usual level.,count-reviewer,proposed
G0404,411,,2023-10-23,2026-03-18,uncertain,high,"Camera 301's slots are stamped in UTC, not Sydney time: counts need shifting +10 h (AEST) / +11 h (AEDT), which moves Monday-morning riding (local 00:00-10/11:00) into the previous week; no action in the list fits, so it is flagged here.",count-reviewer,proposed
G0404,411,,2024-08-04,2024-08-04,halve,high,Whole-camera duplicate load on 2024-08-04: every non-zero slot is even at about twice the usual level; the automatic fix halved only sites 405 and 422.,count-reviewer,proposed
G0404,411,,2024-10-24,2024-10-24,halve,high,Whole-camera duplicate load on 2024-10-24 (site 422 already halved automatically): every non-zero slot even.,count-reviewer,proposed
G0404,411,,2025-09-29,2025-09-29,halve,high,Site-day duplicate load: both directions all-even at 2-3x the usual level (the automatic fix caught the similar 2025-10-06/07 days but not this one).,count-reviewer,proposed
G0404,411,1105,2025-11-14,2025-11-14,halve,medium,Duplicate load: all non-zero slots even.,count-reviewer,proposed
G0404,411,1105,2025-11-27,2025-11-27,halve,medium,Duplicate load: all non-zero slots even.,count-reviewer,proposed
G0404,414,,2023-10-23,2026-03-18,uncertain,high,"Camera 301's slots are stamped in UTC, not Sydney time: counts need shifting +10 h (AEST) / +11 h (AEDT), which moves Monday-morning riding (local 00:00-10/11:00) into the previous week; no action in the list fits, so it is flagged here.",count-reviewer,proposed
G0404,414,,2024-08-04,2024-08-04,halve,medium,Whole-camera duplicate load on 2024-08-04: every non-zero slot is even at about twice the usual level; the automatic fix halved only sites 405 and 422.,count-reviewer,proposed
G0404,414,1150,2025-12-27,2025-12-27,halve,low,Probable duplicate load: all non-zero slots even at 5x the usual level.,count-reviewer,proposed
G0404,422,,2023-10-23,2026-03-18,uncertain,high,"Camera 301's slots are stamped in UTC, not Sydney time: counts need shifting +10 h (AEST) / +11 h (AEDT), which moves Monday-morning riding (local 00:00-10/11:00) into the previous week; no action in the list fits, so it is flagged here.",count-reviewer,proposed
G0404,427,,2023-10-23,2026-03-18,uncertain,high,"Camera 301's slots are stamped in UTC, not Sydney time: counts need shifting +10 h (AEST) / +11 h (AEDT), which moves Monday-morning riding (local 00:00-10/11:00) into the previous week; no action in the list fits, so it is flagged here.",count-reviewer,proposed
G0404,427,,2024-08-04,2024-08-04,halve,high,Whole-camera duplicate load on 2024-08-04: every non-zero slot is even at about twice the usual level; the automatic fix halved only sites 405 and 422.,count-reviewer,proposed
G0404,427,,2024-10-24,2024-10-24,halve,medium,Whole-camera duplicate load on 2024-10-24 (site 422 already halved automatically): every non-zero slot even.,count-reviewer,proposed
G0404,427,,2025-05-14,2026-03-18,uncertain,medium,Abrupt ~10x step in both directions of the bridge-path zone from mid-afternoon 14 May 2025 with no matching rise in the camera's other zones; it could be a new link opening or a zone/classification reconfiguration.,count-reviewer,proposed
G0432,432,,2024-10-29,2024-11-04,missing,medium,Camera 313 undercounted several zones for a week just before its detection level changed on 7 Nov 2024.,count-reviewer,proposed
G0432,432,,2025-04-03,2025-04-03,missing,medium,Both footpath directions ran at 5-10x their level all day with no matching rise in any other zone.,count-reviewer,proposed
G0432,432,,2025-04-08,2025-04-08,missing,medium,Both footpath directions ran at 5-7x their level all day with no matching rise in any other zone.,count-reviewer,proposed
G0432,433,,2024-10-29,2024-11-04,uncertain,low,Crossing zone 1327 ran about half its usual level during camera 313's week-long partial undercount.,count-reviewer,proposed
G0432,434,,2025-10-17,2025-10-17,missing,medium,"Both directions inflated, with counts through the night.",count-reviewer,proposed
G0432,434,,2025-12-02,2025-12-02,missing,medium,"Both directions inflated, with 15-40 per slot through the evening and night.",count-reviewer,proposed
G0432,434,1415,2024-06-08,2024-06-08,missing,medium,Burst of false detections in a zone that normally counts about 1-10 bikes a day.,count-reviewer,proposed
G0432,434,1415,2025-07-22,2025-07-25,missing,medium,Bursts of false detections in a zone that normally counts about 10 bikes a day.,count-reviewer,proposed
G0432,434,1415,2025-10-02,2025-10-22,missing,medium,"A three-week run of inflated counts in a zone that normally counts about 10-15 bikes a day, including night-time counts.",count-reviewer,proposed
G0432,435,,2024-10-29,2024-11-04,missing,medium,Camera 313 undercounted several zones for a week just before its detection level changed on 7 Nov 2024.,count-reviewer,proposed
G0432,436,,2024-10-29,2024-11-04,missing,medium,Camera 313 undercounted several zones for a week just before its detection level changed on 7 Nov 2024.,count-reviewer,proposed
G0432,436,,2024-11-07,2024-11-07,missing,high,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2024-11-07,2025-12-30,uncertain,low,"After the Nov 2024 reconfiguration this footpath zone often shows smaller bursts (slots of 20-60 vs a usual max of 3-5); the worst days are set missing, the rest may still be inflated.",count-reviewer,proposed
G0432,436,,2024-11-10,2024-11-10,missing,medium,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2024-12-29,2024-12-29,missing,medium,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2025-01-12,2025-01-12,missing,high,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2025-01-19,2025-01-19,missing,medium,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2025-01-24,2025-01-24,missing,medium,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2025-02-02,2025-02-02,missing,medium,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2025-02-16,2025-02-16,missing,medium,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2025-02-19,2025-02-19,missing,medium,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2025-02-28,2025-02-28,missing,high,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2025-04-04,2025-04-04,missing,high,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2025-06-07,2025-06-08,missing,high,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2025-07-01,2025-07-01,missing,medium,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2025-09-26,2025-09-27,missing,high,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2025-10-06,2025-10-06,missing,medium,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2025-10-08,2025-10-09,missing,medium,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2025-10-16,2025-10-16,missing,medium,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2025-10-27,2025-10-28,missing,medium,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2025-11-03,2025-11-03,missing,medium,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2025-11-05,2025-11-05,missing,medium,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,436,,2025-12-21,2025-12-21,missing,high,"False-detection burst on the Flinders St east footpath: far more 'bicycles' per 15 minutes than the zone's normal maximum of 3-5, not seen in any neighbouring zone.",count-reviewer,proposed
G0432,438,1227,2024-10-29,2024-11-04,missing,medium,Camera 313 undercounted several zones for a week just before its detection level changed on 7 Nov 2024.,count-reviewer,proposed
G0432,439,1372,2024-10-29,2024-11-04,missing,medium,Camera 313 undercounted several zones for a week just before its detection level changed on 7 Nov 2024.,count-reviewer,proposed
G0464,464,,2024-03-25,2024-03-25,missing,high,"Installation day: the camera only began counting about 17:00, so the day's zeros before then are not observations.",count-reviewer,proposed
G0464,464,,2024-03-26,2024-09-27,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,464,,2024-03-26,2024-11-07,uncertain,medium,Camera detection level before 2024-11-08 appears lower than afterwards; counts may be undercounts and are not comparable with later data (split into separate series).,count-reviewer,proposed
G0464,464,,2024-10-04,2025-06-30,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,465,,2024-03-25,2024-03-25,missing,high,"Installation day: the camera only began counting about 17:00, so the day's zeros before then are not observations.",count-reviewer,proposed
G0464,465,,2024-03-26,2024-09-27,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,465,,2024-03-26,2024-11-07,uncertain,medium,Camera detection level before 2024-11-08 appears lower than afterwards; counts may be undercounts and are not comparable with later data (split into separate series).,count-reviewer,proposed
G0464,465,,2024-10-04,2025-06-30,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,466,,2024-03-25,2024-03-25,missing,high,"Installation day: the camera only began counting about 17:00, so the day's zeros before then are not observations.",count-reviewer,proposed
G0464,466,,2024-03-26,2024-09-08,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,466,,2024-03-26,2024-11-07,uncertain,medium,Camera detection level before 2024-11-08 appears lower than afterwards; counts may be undercounts and are not comparable with later data (split into separate series).,count-reviewer,proposed
G0464,466,,2024-09-09,2025-01-16,uncertain,low,"The Mitchell Rd NW path zone recorded almost nothing for four months (path closure or dead zone), so its warning days are left missing rather than restored.",count-reviewer,proposed
G0464,466,,2025-01-17,2025-06-30,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,467,,2024-03-25,2024-03-25,missing,high,"Installation day: the camera only began counting about 17:00, so the day's zeros before then are not observations.",count-reviewer,proposed
G0464,467,,2024-03-26,2024-09-27,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,467,,2024-03-26,2024-11-07,uncertain,medium,Camera detection level before 2024-11-08 appears lower than afterwards; counts may be undercounts and are not comparable with later data (split into separate series).,count-reviewer,proposed
G0464,467,,2024-10-04,2025-06-30,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,468,,2024-03-25,2024-03-25,missing,high,"Installation day: the camera only began counting about 17:00, so the day's zeros before then are not observations.",count-reviewer,proposed
G0464,468,,2024-03-26,2024-09-27,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,468,,2024-03-26,2024-11-07,uncertain,medium,Camera detection level before 2024-11-08 appears lower than afterwards; counts may be undercounts and are not comparable with later data (split into separate series).,count-reviewer,proposed
G0464,468,,2024-10-04,2025-06-30,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,469,,2024-03-25,2024-03-25,missing,high,"Installation day: the camera only began counting about 17:00, so the day's zeros before then are not observations.",count-reviewer,proposed
G0464,469,,2024-03-26,2024-09-27,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,469,,2024-03-26,2024-11-07,uncertain,medium,Camera detection level before 2024-11-08 appears lower than afterwards; counts may be undercounts and are not comparable with later data (split into separate series).,count-reviewer,proposed
G0464,469,,2024-10-04,2025-06-30,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,470,,2024-03-25,2024-03-25,missing,high,"Installation day: the camera only began counting about 17:00, so the day's zeros before then are not observations.",count-reviewer,proposed
G0464,470,,2024-03-26,2024-09-27,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,470,,2024-03-26,2024-11-07,uncertain,medium,Camera detection level before 2024-11-08 appears lower than afterwards; counts may be undercounts and are not comparable with later data (split into separate series).,count-reviewer,proposed
G0464,470,,2024-10-04,2025-06-30,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,471,,2024-03-25,2024-03-25,missing,high,"Installation day: the camera only began counting about 17:00, so the day's zeros before then are not observations.",count-reviewer,proposed
G0464,471,,2024-03-26,2024-09-27,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,471,,2024-03-26,2024-11-07,uncertain,medium,Camera detection level before 2024-11-08 appears lower than afterwards; counts may be undercounts and are not comparable with later data (split into separate series).,count-reviewer,proposed
G0464,471,,2024-10-04,2025-06-30,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,472,,2024-03-25,2024-03-25,missing,high,"Installation day: the camera only began counting about 17:00, so the day's zeros before then are not observations.",count-reviewer,proposed
G0464,472,,2024-03-26,2024-09-27,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,472,,2024-03-26,2024-11-07,uncertain,medium,Camera detection level before 2024-11-08 appears lower than afterwards; counts may be undercounts and are not comparable with later data (split into separate series).,count-reviewer,proposed
G0464,472,,2024-10-04,2025-06-30,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,472,,2026-07-25,2026-08-14,missing,medium,False detections in the Sydney Park Rd west road zone during what looks like works at the intersection: bursts in both directions in working hours with no matching flow in any adjacent zone.,count-reviewer,proposed
G0464,472,,2026-08-15,2026-08-28,uncertain,low,Tail of the works period: westbound still somewhat high and eastbound unusually low; may be real diversion or residual detection problems.,count-reviewer,proposed
G0464,473,,2024-03-25,2024-03-25,missing,high,"Installation day: the camera only began counting about 17:00, so the day's zeros before then are not observations.",count-reviewer,proposed
G0464,473,,2024-03-26,2024-09-27,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,473,,2024-03-26,2024-11-07,uncertain,medium,Camera detection level before 2024-11-08 appears lower than afterwards; counts may be undercounts and are not comparable with later data (split into separate series).,count-reviewer,proposed
G0464,473,,2024-10-04,2025-06-30,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,473,1209,2026-07-25,2026-08-28,uncertain,low,Mitchell Rd north-east departures fell to about a quarter for five weeks while the opposite direction was unaffected; could be a lane closure during works or lost tracking in an obstructed zone.,count-reviewer,proposed
G0464,474,,2024-03-25,2024-03-25,missing,high,"Installation day: the camera only began counting about 17:00, so the day's zeros before then are not observations.",count-reviewer,proposed
G0464,474,,2024-03-26,2024-09-27,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0464,474,,2024-03-26,2024-11-07,uncertain,medium,Camera detection level before 2024-11-08 appears lower than afterwards; counts may be undercounts and are not comparable with later data (split into separate series).,count-reviewer,proposed
G0464,474,,2024-10-04,2025-06-30,restore,medium,Until mid-2025 TfNSW marked every whole day with a zero total in a zone as 'warning'; with the rest of the camera counting normally these are genuine zero days (after July 2025 such days are simply not published).,count-reviewer,proposed
G0541,541,,2018-05-15,2019-04-02,direction_unreliable,high,"In the first installation of Ecocounter 234 the direction split is wrong: 312 carries both the AM and PM commuter peaks and 313 only a small share, while the site total tracks neighbours normally.",count-reviewer,proposed
G0541,541,,2019-04-03,2019-04-15,missing,medium,"The counter was failing in the days before it went dead on 2019-04-15, and it missed parts of the day, mainly the PM peak.",count-reviewer,proposed
G0541,541,,2020-01-13,2020-01-24,missing,medium,When the counter restarted after the 2019 outage it was unstable: it undercounted and split directions wrongly until 24 Jan 2020.,count-reviewer,proposed
G0541,541,,2020-02-08,2020-02-10,restore,medium,zero_outage removed real low counts during the 9 Feb 2020 Sydney rainstorm; the counter kept recording scattered bikes all day.,count-reviewer,proposed
G0541,541,,2024-10-29,2025-04-16,missing,high,"Ecocounter 234 failed at the end of October 2024; the few fragments recorded afterwards are partial, intermittent days.",count-reviewer,proposed
G0541,541,313,2020-11-16,2020-11-30,restore,high,"When the counter moved to two genuine channels per slot, duplicate_load wrongly dropped the second channel in slots where both channels happened to hold the same small count.",count-reviewer,proposed
G0544,544,,2016-06-04,2016-06-05,restore,medium,"A weekend closure of the cycleway, not a counter outage: both directions carry small scattered counts all day, so the partial zero_outage flags remove real low counts.",count-reviewer,proposed
G0544,544,,2017-03-17,2017-10-09,restore,medium,Repeated weekend closures (Friday about 21:30 to Monday about 05:30) plus one full closure from 2017-07-01 to 2017-07-09: real near-zero riding that zero_outage set to missing.,count-reviewer,proposed
G0544,544,,2018-07-01,2019-03-25,restore,medium,"The same Friday-night-to-Monday-morning closure pattern (2018-08-24, 08-31, 09-21, 12-14, 2019-02-08, 02-22, 03-22), plus overnight zeros wrongly flagged on 2018-07-01: real low counts, not outages.",count-reviewer,proposed
G0544,544,,2023-12-07,2023-12-08,missing,medium,"The counter failed in the evening of 2023-12-07 and gave degraded, partly duplicated West counts on 2023-12-08, leading into the outage of 12-09 to 12-15.",count-reviewer,proposed
G0544,544,,2024-03-03,2024-03-10,missing,medium,"The sensor degraded progressively in both directions before the warning outage of 2024-03-11 to 2024-03-16, while nearby counters were normal.",count-reviewer,proposed
G0544,544,341,2021-08-04,2021-08-04,missing,high,"A sensor fault: from 09:15 to 14:15 West has a single channel reporting a steady 25-69 per slot while East reads 0, which doubles the West day total.",count-reviewer,proposed
G0545,545,,2026-02-26,2026-02-27,missing,high,Counter 358 dropped out in both directions from about 20:45 on 26 Feb to midnight and again from 14:00 on 27 Feb to early 28 Feb; the zeros were left in place (except part of the south direction) and the days are far too low.,count-reviewer,proposed
G0547,568,328,2012-08-28,2012-08-28,missing,medium,Isolated single-slot spike of spurious counts (sensor glitch) adding roughly 150-300 bikes to the day.,count-reviewer,proposed
G0547,568,328,2014-08-07,2014-10-13,missing,high,"Counter 239 fault: direction 328 reads zero for weeks with isolated bursts of hundreds in single night-time slots, which the automatic fix kept because direction 329 was also dead.",count-reviewer,proposed
G0547,568,328,2015-11-10,2015-11-10,missing,medium,Isolated single-slot spike of spurious counts (sensor glitch) adding roughly 150-300 bikes to the day.,count-reviewer,proposed
G0547,568,328,2017-09-07,2017-09-07,missing,medium,Isolated single-slot spike of spurious counts (sensor glitch) adding roughly 150-300 bikes to the day.,count-reviewer,proposed
G0547,568,329,2013-01-05,2013-01-05,missing,medium,Isolated single-slot spike of spurious counts (sensor glitch) adding roughly 150-300 bikes to the day.,count-reviewer,proposed
G0547,568,329,2013-08-17,2013-08-17,missing,medium,Isolated single-slot spike of spurious counts (sensor glitch) adding roughly 150-300 bikes to the day.,count-reviewer,proposed
G0547,568,329,2015-02-04,2015-02-04,missing,medium,Isolated single-slot spike of spurious counts (sensor glitch) adding roughly 150-300 bikes to the day.,count-reviewer,proposed
